rp_id,model,method,bit_width,group_size,dataset,metric,value,baseline_label,baseline_value,delta,delta_unit,headline,source_kind,page,section,source_table,quote
RP49,LLaMA3.1-8B-Instruct,FP16,16-bit,,Affirmative,Accuracy (%),97.17,,,,,False,measured,4,3.1 Models and Quantization Methods,Table 1,LLaMA3.1-8B | Chat | Original | 16 | 97.17 | 93.24 | 94.95 | 55.91 | 76.96
RP49,LLaMA3.1-8B-Instruct,AQLM-PV,2-bit,1x16,Disjunction,Accuracy (%),48.78,FP16,55.91,-7.13,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,LLaMA3.1-8B | Chat | AQLM-PV-1x16 | 2 | 85.11 | 92.03 | 91.34 | 48.78 | 75.93
RP49,LLaMA3.1-8B-Instruct,AQLM-PV,2-bit,1x16,CommonClaim,Accuracy (%),75.93,FP16,76.96,-1.03,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,LLaMA3.1-8B | Chat | AQLM-PV-1x16 | 2 | 85.11 | 92.03 | 91.34 | 48.78 | 75.93
RP49,LLaMA3.1-8B-Instruct,AQLM-PV,2-bit,2x8,Affirmative,Accuracy (%),68.48,FP16,97.17,-28.69,absolute,True,measured,4,3.1 Models and Quantization Methods,Table 1,LLaMA3.1-8B | Chat | AQLM-PV-2x8 | 2 | 68.48 | 49.41 | 81.08 | 63.45 | 73.21
RP49,LLaMA3.1-8B-Instruct,AQLM-PV,2-bit,2x8,Negated,Accuracy (%),49.41,FP16,93.24,-43.83,absolute,True,measured,4,3.1 Models and Quantization Methods,Table 1,LLaMA3.1-8B | Chat | AQLM-PV-2x8 | 2 | 68.48 | 49.41 | 81.08 | 63.45 | 73.21
RP49,LLaMA3.1-8B-Instruct,AQLM-PV,2-bit,2x8,Conjunction,Accuracy (%),81.08,FP16,94.95,-13.87,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,LLaMA3.1-8B | Chat | AQLM-PV-2x8 | 2 | 68.48 | 49.41 | 81.08 | 63.45 | 73.21
RP49,LLaMA3.1-8B-Instruct,AQLM-PV,2-bit,2x8,Disjunction,Accuracy (%),63.45,FP16,55.91,7.54,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,LLaMA3.1-8B | Chat | AQLM-PV-2x8 | 2 | 68.48 | 49.41 | 81.08 | 63.45 | 73.21
RP49,LLaMA3.1-8B-Instruct,AQLM-PV,2-bit,2x8,CommonClaim,Accuracy (%),73.21,FP16,76.96,-3.75,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,LLaMA3.1-8B | Chat | AQLM-PV-2x8 | 2 | 68.48 | 49.41 | 81.08 | 63.45 | 73.21
RP49,Mistral-7B-Instruct-v0.2,FP16,16-bit,,Affirmative,Accuracy (%),95.21,,,,,False,measured,4,3.1 Models and Quantization Methods,Table 1,Mistral2-7B | Chat | Original | 16 | 95.21 | 86.16 | 81.35 | 61.34 | 75.48
RP49,Mistral-7B-Instruct-v0.2,FP16,16-bit,,Negated,Accuracy (%),86.16,,,,,False,measured,4,3.1 Models and Quantization Methods,Table 1,Mistral2-7B | Chat | Original | 16 | 95.21 | 86.16 | 81.35 | 61.34 | 75.48
RP49,Mistral-7B-Instruct-v0.2,FP16,16-bit,,Conjunction,Accuracy (%),81.35,,,,,False,measured,4,3.1 Models and Quantization Methods,Table 1,Mistral2-7B | Chat | Original | 16 | 95.21 | 86.16 | 81.35 | 61.34 | 75.48
RP49,Mistral-7B-Instruct-v0.2,FP16,16-bit,,Disjunction,Accuracy (%),61.34,,,,,False,measured,4,3.1 Models and Quantization Methods,Table 1,Mistral2-7B | Chat | Original | 16 | 95.21 | 86.16 | 81.35 | 61.34 | 75.48
RP49,Mistral-7B-Instruct-v0.2,FP16,16-bit,,CommonClaim,Accuracy (%),75.48,,,,,False,measured,4,3.1 Models and Quantization Methods,Table 1,Mistral2-7B | Chat | Original | 16 | 95.21 | 86.16 | 81.35 | 61.34 | 75.48
RP49,Mistral-7B-Instruct-v0.2,AWQ,4-bit,,Affirmative,Accuracy (%),94.89,FP16,95.21,-0.32,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Mistral2-7B | Chat | AWQ | 4 | 94.89 | 86.48 | 82.26 | 61.02 | 74.92
RP49,Mistral-7B-Instruct-v0.2,AWQ,4-bit,,Negated,Accuracy (%),86.48,FP16,86.16,0.32,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Mistral2-7B | Chat | AWQ | 4 | 94.89 | 86.48 | 82.26 | 61.02 | 74.92
RP49,Mistral-7B-Instruct-v0.2,AWQ,4-bit,,Conjunction,Accuracy (%),82.26,FP16,81.35,0.91,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Mistral2-7B | Chat | AWQ | 4 | 94.89 | 86.48 | 82.26 | 61.02 | 74.92
RP49,Mistral-7B-Instruct-v0.2,AWQ,4-bit,,Disjunction,Accuracy (%),61.02,FP16,61.34,-0.32,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Mistral2-7B | Chat | AWQ | 4 | 94.89 | 86.48 | 82.26 | 61.02 | 74.92
RP49,Mistral-7B-Instruct-v0.2,AWQ,4-bit,,CommonClaim,Accuracy (%),74.92,FP16,75.48,-0.56,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Mistral2-7B | Chat | AWQ | 4 | 94.89 | 86.48 | 82.26 | 61.02 | 74.92
RP49,Mistral-7B-Instruct-v0.2,GPTQ,4-bit,,Affirmative,Accuracy (%),94.54,FP16,95.21,-0.67,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Mistral2-7B | Chat | GPTQ | 4 | 94.54 | 88.03 | 78.27 | 64.16 | 74.35
RP49,Mistral-7B-Instruct-v0.2,GPTQ,4-bit,,Negated,Accuracy (%),88.03,FP16,86.16,1.87,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Mistral2-7B | Chat | GPTQ | 4 | 94.54 | 88.03 | 78.27 | 64.16 | 74.35
RP49,Mistral-7B-Instruct-v0.2,GPTQ,4-bit,,Conjunction,Accuracy (%),78.27,FP16,81.35,-3.08,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Mistral2-7B | Chat | GPTQ | 4 | 94.54 | 88.03 | 78.27 | 64.16 | 74.35
RP49,Mistral-7B-Instruct-v0.2,GPTQ,4-bit,,Disjunction,Accuracy (%),64.16,FP16,61.34,2.82,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Mistral2-7B | Chat | GPTQ | 4 | 94.54 | 88.03 | 78.27 | 64.16 | 74.35
RP49,Mistral-7B-Instruct-v0.2,GPTQ,4-bit,,CommonClaim,Accuracy (%),74.35,FP16,75.48,-1.13,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Mistral2-7B | Chat | GPTQ | 4 | 94.54 | 88.03 | 78.27 | 64.16 | 74.35
RP49,Mistral-7B-Instruct-v0.2,AQLM,2-bit,2x8,Affirmative,Accuracy (%),77.02,FP16,95.21,-18.19,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Mistral2-7B | Chat | AQLM-2x8 | 2 | 77.02 | 52.74 | 60.06 | 50.29 | 64.61
RP49,Mistral-7B-Instruct-v0.2,AQLM,2-bit,2x8,Negated,Accuracy (%),52.74,FP16,86.16,-33.42,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Mistral2-7B | Chat | AQLM-2x8 | 2 | 77.02 | 52.74 | 60.06 | 50.29 | 64.61
RP49,Mistral-7B-Instruct-v0.2,AQLM,2-bit,2x8,Conjunction,Accuracy (%),60.06,FP16,81.35,-21.29,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Mistral2-7B | Chat | AQLM-2x8 | 2 | 77.02 | 52.74 | 60.06 | 50.29 | 64.61
RP49,Mistral-7B-Instruct-v0.2,AQLM,2-bit,2x8,Disjunction,Accuracy (%),50.29,FP16,61.34,-11.05,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Mistral2-7B | Chat | AQLM-2x8 | 2 | 77.02 | 52.74 | 60.06 | 50.29 | 64.61
RP49,Mistral-7B-Instruct-v0.2,AQLM,2-bit,2x8,CommonClaim,Accuracy (%),64.61,FP16,75.48,-10.87,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Mistral2-7B | Chat | AQLM-2x8 | 2 | 77.02 | 52.74 | 60.06 | 50.29 | 64.61
RP49,Mistral-7B-Instruct-v0.3,FP16,16-bit,,Affirmative,Accuracy (%),96.57,,,,,False,measured,4,3.1 Models and Quantization Methods,Table 1,Mistral3-7B | Chat | Original | 16 | 96.57 | 90.98 | 85.32 | 84.76 | 76.71
RP49,Mistral-7B-Instruct-v0.3,FP16,16-bit,,Negated,Accuracy (%),90.98,,,,,False,measured,4,3.1 Models and Quantization Methods,Table 1,Mistral3-7B | Chat | Original | 16 | 96.57 | 90.98 | 85.32 | 84.76 | 76.71
RP49,Mistral-7B-Instruct-v0.3,FP16,16-bit,,Conjunction,Accuracy (%),85.32,,,,,False,measured,4,3.1 Models and Quantization Methods,Table 1,Mistral3-7B | Chat | Original | 16 | 96.57 | 90.98 | 85.32 | 84.76 | 76.71
RP49,Mistral-7B-Instruct-v0.3,FP16,16-bit,,Disjunction,Accuracy (%),84.76,,,,,False,measured,4,3.1 Models and Quantization Methods,Table 1,Mistral3-7B | Chat | Original | 16 | 96.57 | 90.98 | 85.32 | 84.76 | 76.71
RP49,Mistral-7B-Instruct-v0.3,FP16,16-bit,,CommonClaim,Accuracy (%),76.71,,,,,False,measured,4,3.1 Models and Quantization Methods,Table 1,Mistral3-7B | Chat | Original | 16 | 96.57 | 90.98 | 85.32 | 84.76 | 76.71
RP49,Mistral-7B-Instruct-v0.3,AWQ,4-bit,,Affirmative,Accuracy (%),96.06,FP16,96.57,-0.51,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Mistral3-7B | Chat | AWQ | 4 | 96.06 | 91.55 | 84.74 | 83.13 | 75.64
RP49,Mistral-7B-Instruct-v0.3,AWQ,4-bit,,Negated,Accuracy (%),91.55,FP16,90.98,0.57,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Mistral3-7B | Chat | AWQ | 4 | 96.06 | 91.55 | 84.74 | 83.13 | 75.64
RP49,Mistral-7B-Instruct-v0.3,AWQ,4-bit,,Conjunction,Accuracy (%),84.74,FP16,85.32,-0.58,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Mistral3-7B | Chat | AWQ | 4 | 96.06 | 91.55 | 84.74 | 83.13 | 75.64
RP49,Mistral-7B-Instruct-v0.3,AWQ,4-bit,,Disjunction,Accuracy (%),83.13,FP16,84.76,-1.63,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Mistral3-7B | Chat | AWQ | 4 | 96.06 | 91.55 | 84.74 | 83.13 | 75.64
RP49,Mistral-7B-Instruct-v0.3,AWQ,4-bit,,CommonClaim,Accuracy (%),75.64,FP16,76.71,-1.07,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Mistral3-7B | Chat | AWQ | 4 | 96.06 | 91.55 | 84.74 | 83.13 | 75.64
RP49,Mistral-7B-Instruct-v0.3,GPTQ,4-bit,,Affirmative,Accuracy (%),95.49,FP16,96.57,-1.08,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Mistral3-7B | Chat | GPTQ | 4 | 95.49 | 89.08 | 81.61 | 84.79 | 76.01
RP49,Mistral-7B-Instruct-v0.3,GPTQ,4-bit,,Negated,Accuracy (%),89.08,FP16,90.98,-1.9,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Mistral3-7B | Chat | GPTQ | 4 | 95.49 | 89.08 | 81.61 | 84.79 | 76.01
RP49,Mistral-7B-Instruct-v0.3,GPTQ,4-bit,,Conjunction,Accuracy (%),81.61,FP16,85.32,-3.71,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Mistral3-7B | Chat | GPTQ | 4 | 95.49 | 89.08 | 81.61 | 84.79 | 76.01
RP49,Mistral-7B-Instruct-v0.3,GPTQ,4-bit,,Disjunction,Accuracy (%),84.79,FP16,84.76,0.03,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Mistral3-7B | Chat | GPTQ | 4 | 95.49 | 89.08 | 81.61 | 84.79 | 76.01
RP49,Mistral-7B-Instruct-v0.3,GPTQ,4-bit,,CommonClaim,Accuracy (%),76.01,FP16,76.71,-0.7,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Mistral3-7B | Chat | GPTQ | 4 | 95.49 | 89.08 | 81.61 | 84.79 | 76.01
RP49,Qwen2.5-14B-Instruct,FP16,16-bit,,Affirmative,Accuracy (%),96.25,,,,,False,measured,4,3.1 Models and Quantization Methods,Table 1,Qwen2.5-14B | Chat | Original | 16 | 96.25 | 93.27 | 91.81 | 58.20 | 78.51
RP49,Qwen2.5-14B-Instruct,FP16,16-bit,,Negated,Accuracy (%),93.27,,,,,False,measured,4,3.1 Models and Quantization Methods,Table 1,Qwen2.5-14B | Chat | Original | 16 | 96.25 | 93.27 | 91.81 | 58.20 | 78.51
RP49,Qwen2.5-14B-Instruct,FP16,16-bit,,Conjunction,Accuracy (%),91.81,,,,,False,measured,4,3.1 Models and Quantization Methods,Table 1,Qwen2.5-14B | Chat | Original | 16 | 96.25 | 93.27 | 91.81 | 58.20 | 78.51
RP49,Qwen2.5-14B-Instruct,FP16,16-bit,,Disjunction,Accuracy (%),58.2,,,,,False,measured,4,3.1 Models and Quantization Methods,Table 1,Qwen2.5-14B | Chat | Original | 16 | 96.25 | 93.27 | 91.81 | 58.20 | 78.51
RP49,Qwen2.5-14B-Instruct,FP16,16-bit,,CommonClaim,Accuracy (%),78.51,,,,,False,measured,4,3.1 Models and Quantization Methods,Table 1,Qwen2.5-14B | Chat | Original | 16 | 96.25 | 93.27 | 91.81 | 58.20 | 78.51
RP49,Qwen2.5-14B-Instruct,AWQ,4-bit,,Affirmative,Accuracy (%),94.06,FP16,96.25,-2.19,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Qwen2.5-14B | Chat | AWQ | 4 | 94.06 | 90.35 | 73.73 | 41.55 | 70.44
RP49,Qwen2.5-14B-Instruct,AWQ,4-bit,,Negated,Accuracy (%),90.35,FP16,93.27,-2.92,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Qwen2.5-14B | Chat | AWQ | 4 | 94.06 | 90.35 | 73.73 | 41.55 | 70.44
RP49,Qwen2.5-14B-Instruct,AWQ,4-bit,,Conjunction,Accuracy (%),73.73,FP16,91.81,-18.08,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Qwen2.5-14B | Chat | AWQ | 4 | 94.06 | 90.35 | 73.73 | 41.55 | 70.44
RP49,Qwen2.5-14B-Instruct,AWQ,4-bit,,Disjunction,Accuracy (%),41.55,FP16,58.2,-16.65,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Qwen2.5-14B | Chat | AWQ | 4 | 94.06 | 90.35 | 73.73 | 41.55 | 70.44
RP49,Qwen2.5-14B-Instruct,AWQ,4-bit,,CommonClaim,Accuracy (%),70.44,FP16,78.51,-8.07,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Qwen2.5-14B | Chat | AWQ | 4 | 94.06 | 90.35 | 73.73 | 41.55 | 70.44
RP49,Qwen2.5-14B-Instruct,GPTQ,4-bit,,Affirmative,Accuracy (%),95.87,FP16,96.25,-0.38,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Qwen2.5-14B | Chat | GPTQ | 4 | 95.87 | 93.49 | 93.35 | 55.37 | 78.65
RP49,Qwen2.5-14B-Instruct,GPTQ,4-bit,,Negated,Accuracy (%),93.49,FP16,93.27,0.22,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Qwen2.5-14B | Chat | GPTQ | 4 | 95.87 | 93.49 | 93.35 | 55.37 | 78.65
RP49,Qwen2.5-14B-Instruct,GPTQ,4-bit,,Conjunction,Accuracy (%),93.35,FP16,91.81,1.54,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Qwen2.5-14B | Chat | GPTQ | 4 | 95.87 | 93.49 | 93.35 | 55.37 | 78.65
RP49,Qwen2.5-14B-Instruct,GPTQ,4-bit,,Disjunction,Accuracy (%),55.37,FP16,58.2,-2.83,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Qwen2.5-14B | Chat | GPTQ | 4 | 95.87 | 93.49 | 93.35 | 55.37 | 78.65
RP49,Qwen2.5-14B-Instruct,GPTQ,4-bit,,CommonClaim,Accuracy (%),78.65,FP16,78.51,0.14,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,Qwen2.5-14B | Chat | GPTQ | 4 | 95.87 | 93.49 | 93.35 | 55.37 | 78.65
RP49,LLaMA-3-70B-Instruct,FP16,16-bit,,Affirmative,Accuracy (%),98.09,,,,,False,measured,4,3.1 Models and Quantization Methods,Table 1,LLaMA3-70B | Chat | Original | 16 | 98.09 | 97.01 | 96.99 | 91.43 | 79.01
RP49,LLaMA-3-70B-Instruct,FP16,16-bit,,Negated,Accuracy (%),97.01,,,,,False,measured,4,3.1 Models and Quantization Methods,Table 1,LLaMA3-70B | Chat | Original | 16 | 98.09 | 97.01 | 96.99 | 91.43 | 79.01
RP49,LLaMA-3-70B-Instruct,FP16,16-bit,,Conjunction,Accuracy (%),96.99,,,,,False,measured,4,3.1 Models and Quantization Methods,Table 1,LLaMA3-70B | Chat | Original | 16 | 98.09 | 97.01 | 96.99 | 91.43 | 79.01
RP49,LLaMA-3-70B-Instruct,FP16,16-bit,,Disjunction,Accuracy (%),91.43,,,,,False,measured,4,3.1 Models and Quantization Methods,Table 1,LLaMA3-70B | Chat | Original | 16 | 98.09 | 97.01 | 96.99 | 91.43 | 79.01
RP49,LLaMA-3-70B-Instruct,FP16,16-bit,,CommonClaim,Accuracy (%),79.01,,,,,False,measured,4,3.1 Models and Quantization Methods,Table 1,LLaMA3-70B | Chat | Original | 16 | 98.09 | 97.01 | 96.99 | 91.43 | 79.01
RP49,LLaMA-3-70B-Instruct,AWQ,4-bit,,Affirmative,Accuracy (%),97.54,FP16,98.09,-0.55,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,LLaMA3-70B | Chat | AWQ | 4 | 97.54 | 96.22 | 96.68 | 90.69 | 76.89
RP49,LLaMA-3-70B-Instruct,AWQ,4-bit,,Negated,Accuracy (%),96.22,FP16,97.01,-0.79,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,LLaMA3-70B | Chat | AWQ | 4 | 97.54 | 96.22 | 96.68 | 90.69 | 76.89
RP49,LLaMA-3-70B-Instruct,AWQ,4-bit,,Conjunction,Accuracy (%),96.68,FP16,96.99,-0.31,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,LLaMA3-70B | Chat | AWQ | 4 | 97.54 | 96.22 | 96.68 | 90.69 | 76.89
RP49,LLaMA-3-70B-Instruct,AWQ,4-bit,,Disjunction,Accuracy (%),90.69,FP16,91.43,-0.74,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,LLaMA3-70B | Chat | AWQ | 4 | 97.54 | 96.22 | 96.68 | 90.69 | 76.89
RP49,LLaMA-3-70B-Instruct,AWQ,4-bit,,CommonClaim,Accuracy (%),76.89,FP16,79.01,-2.12,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,LLaMA3-70B | Chat | AWQ | 4 | 97.54 | 96.22 | 96.68 | 90.69 | 76.89
RP49,LLaMA-3-70B-Instruct,AQLM,2-bit,1x16,Affirmative,Accuracy (%),96.31,FP16,98.09,-1.78,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,LLaMA3-70B | Chat | AQLM-1x16 | 2 | 96.31 | 94.44 | 93.65 | 68.81 | 74.96
RP49,LLaMA-3-70B-Instruct,AQLM,2-bit,1x16,Negated,Accuracy (%),94.44,FP16,97.01,-2.57,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,LLaMA3-70B | Chat | AQLM-1x16 | 2 | 96.31 | 94.44 | 93.65 | 68.81 | 74.96
RP49,LLaMA-3-70B-Instruct,AQLM,2-bit,1x16,Conjunction,Accuracy (%),93.65,FP16,96.99,-3.34,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,LLaMA3-70B | Chat | AQLM-1x16 | 2 | 96.31 | 94.44 | 93.65 | 68.81 | 74.96
RP49,LLaMA-3-70B-Instruct,AQLM,2-bit,1x16,Disjunction,Accuracy (%),68.81,FP16,91.43,-22.62,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,LLaMA3-70B | Chat | AQLM-1x16 | 2 | 96.31 | 94.44 | 93.65 | 68.81 | 74.96
RP49,LLaMA-3-70B-Instruct,AQLM,2-bit,1x16,CommonClaim,Accuracy (%),74.96,FP16,79.01,-4.05,absolute,False,measured,4,3.1 Models and Quantization Methods,Table 1,LLaMA3-70B | Chat | AQLM-1x16 | 2 | 96.31 | 94.44 | 93.65 | 68.81 | 74.96
RP49,LLaMA-3.1-70B-Instruct,FP16,16-bit,,Affirmative,Accuracy (%),98.03,,,,,False,measured,4,3.1 Models and Quantization Methods,Table 1,LLaMA3.1-70B | Chat | Original | 16 | 98.03 | 97.15 | 96.67 | 90.21 | 79.32
RP49,LLaMA-3.1-70B-Instruct,FP16,16-bit,,Negated,Accuracy (%),97.15,,,,,False,measured,4,3.1 Models and Quantization Methods,Table 1,LLaMA3.1-70B | Chat | Original | 16 | 98.03 | 97.15 | 96.67 | 90.21 | 79.32
RP49,LLaMA-3.1-70B-Instruct,FP16,16-bit,,Conjunction,Accuracy (%),96.67,,,,,False,measured,4,3.1 Models and Quantization Methods,Table 1,LLaMA3.1-70B | Chat | Original | 16 | 98.03 | 97.15 | 96.67 | 90.21 | 79.32
RP49,LLaMA-3.1-70B-Instruct,FP16,16-bit,,Disjunction,Accuracy (%),90.21,,,,,False,measured,4,3.1 Models and Quantization Methods,Table 1,LLaMA3.1-70B | Chat | Original | 16 | 98.03 | 97.15 | 96.67 | 90.21 | 79.32
RP49,LLaMA-3.1-70B-Instruct,FP16,16-bit,,CommonClaim,Accuracy (%),79.32,,,,,False,measured,4,3.1 Models and Quantization Methods,Table 1,LLaMA3.1-70B | Chat | Original | 16 | 98.03 | 97.15 | 96.67 | 90.21 | 79.32
