rp_id,model,method,bit_width,group_size,dataset,metric,value,baseline_label,baseline_value,delta,delta_unit,headline,source_kind,page,section,source_table,quote
RP12,MPT-7B,MPT,,,Reading Comprehension (avg),Average score,57.5,,,,,False,measured,8,2.3 Llama 2 Pretrained Model Evaluation,Table 3,MPT | 7B | 20.5 | 57.4 | 41.0 | 57.5 | 4.9 | 26.8 | 31.0 | 23.5
RP12,MPT-7B,MPT,,,Math (GSM8K+MATH avg),Average score,4.9,,,,,False,measured,8,2.3 Llama 2 Pretrained Model Evaluation,Table 3,MPT | 7B | 20.5 | 57.4 | 41.0 | 57.5 | 4.9 | 26.8 | 31.0 | 23.5
RP12,MPT-7B,MPT,,,MMLU (5-shot),Accuracy,26.8,,,,,False,measured,8,2.3 Llama 2 Pretrained Model Evaluation,Table 3,MPT | 7B | 20.5 | 57.4 | 41.0 | 57.5 | 4.9 | 26.8 | 31.0 | 23.5
RP12,MPT-7B,MPT,,,BBH (3-shot),Accuracy,31.0,,,,,False,measured,8,2.3 Llama 2 Pretrained Model Evaluation,Table 3,MPT | 7B | 20.5 | 57.4 | 41.0 | 57.5 | 4.9 | 26.8 | 31.0 | 23.5
RP12,MPT-7B,MPT,,,AGIEval (English),Accuracy,23.5,,,,,False,measured,8,2.3 Llama 2 Pretrained Model Evaluation,Table 3,MPT | 7B | 20.5 | 57.4 | 41.0 | 57.5 | 4.9 | 26.8 | 31.0 | 23.5
RP12,MPT-30B,MPT,,,Code (avg HumanEval/MBPP pass@1),Average score,28.9,,,,,False,measured,8,2.3 Llama 2 Pretrained Model Evaluation,Table 3,30B | 28.9 | 64.9 | 50.0 | 64.7 | 9.1 | 46.9 | 38.0 | 33.8
RP12,MPT-30B,MPT,,,MMLU (5-shot),Accuracy,46.9,,,,,False,measured,8,2.3 Llama 2 Pretrained Model Evaluation,Table 3,30B | 28.9 | 64.9 | 50.0 | 64.7 | 9.1 | 46.9 | 38.0 | 33.8
RP12,MPT-30B,MPT,,,BBH (3-shot),Accuracy,38.0,,,,,False,measured,8,2.3 Llama 2 Pretrained Model Evaluation,Table 3,30B | 28.9 | 64.9 | 50.0 | 64.7 | 9.1 | 46.9 | 38.0 | 33.8
RP12,Falcon-7B,Falcon,,,Code (avg),Average score,5.6,,,,,False,measured,8,2.3 Llama 2 Pretrained Model Evaluation,Table 3,Falcon | 7B | 5.6 | 56.1 | 42.8 | 36.0 | 4.6 | 26.2 | 28.0 | 21.2
RP12,Falcon-7B,Falcon,,,MMLU (5-shot),Accuracy,26.2,,,,,False,measured,8,2.3 Llama 2 Pretrained Model Evaluation,Table 3,Falcon | 7B | 5.6 | 56.1 | 42.8 | 36.0 | 4.6 | 26.2 | 28.0 | 21.2
RP12,Falcon-40B,Falcon,,,MMLU (5-shot),Accuracy,55.4,,,,,False,measured,8,2.3 Llama 2 Pretrained Model Evaluation,Table 3,40B | 15.2 | 69.2 | 56.7 | 65.7 | 12.6 | 55.4 | 37.1 | 37.0
RP12,Falcon-40B,Falcon,,,BBH (3-shot),Accuracy,37.1,,,,,False,measured,8,2.3 Llama 2 Pretrained Model Evaluation,Table 3,40B | 15.2 | 69.2 | 56.7 | 65.7 | 12.6 | 55.4 | 37.1 | 37.0
RP12,Falcon-40B,Falcon,,,AGIEval (English),Accuracy,37.0,,,,,False,measured,8,2.3 Llama 2 Pretrained Model Evaluation,Table 3,40B | 15.2 | 69.2 | 56.7 | 65.7 | 12.6 | 55.4 | 37.1 | 37.0
RP12,Llama-1-7B,Llama-1,,,MMLU (5-shot),Accuracy,35.1,,,,,False,measured,8,2.3 Llama 2 Pretrained Model Evaluation,Table 3,LLAMA 1 | 7B | 14.1 | 60.8 | 46.2 | 58.5 | 6.95 | 35.1 | 30.3 | 23.9
RP12,Llama-1-13B,Llama-1,,,MMLU (5-shot),Accuracy,46.9,,,,,False,measured,8,2.3 Llama 2 Pretrained Model Evaluation,Table 3,13B | 18.9 | 66.1 | 52.6 | 62.3 | 10.9 | 46.9 | 37.0 | 33.9
RP12,Llama-1-33B,Llama-1,,,MMLU (5-shot),Accuracy,57.8,,,,,False,measured,8,2.3 Llama 2 Pretrained Model Evaluation,Table 3,33B | 26.0 | 70.0 | 58.4 | 67.6 | 21.4 | 57.8 | 39.8 | 41.7
RP12,Llama-1-65B,Llama-1,,,MMLU (5-shot),Accuracy,63.4,,,,,False,measured,8,2.3 Llama 2 Pretrained Model Evaluation,Table 3,65B | 30.7 | 70.7 | 60.5 | 68.6 | 30.8 | 63.4 | 43.5 | 47.6
RP12,Llama-1-65B,Llama-1,,,BBH (3-shot),Accuracy,43.5,,,,,False,measured,8,2.3 Llama 2 Pretrained Model Evaluation,Table 3,65B | 30.7 | 70.7 | 60.5 | 68.6 | 30.8 | 63.4 | 43.5 | 47.6
RP12,Llama-1-65B,Llama-1,,,AGIEval (English),Accuracy,47.6,,,,,False,measured,8,2.3 Llama 2 Pretrained Model Evaluation,Table 3,65B | 30.7 | 70.7 | 60.5 | 68.6 | 30.8 | 63.4 | 43.5 | 47.6
RP12,Llama-2-7B,Llama-2,,,Code (avg),Average score,16.8,,,,,False,measured,8,2.3 Llama 2 Pretrained Model Evaluation,Table 3,LLAMA 2 | 7B | 16.8 | 63.9 | 48.9 | 61.3 | 14.6 | 45.3 | 32.6 | 29.3
RP12,Llama-2-7B,Llama-2,,,Commonsense Reasoning (avg),Average accuracy,63.9,,,,,False,measured,8,2.3 Llama 2 Pretrained Model Evaluation,Table 3,LLAMA 2 | 7B | 16.8 | 63.9 | 48.9 | 61.3 | 14.6 | 45.3 | 32.6 | 29.3
RP12,Llama-2-7B,Llama-2,,,World Knowledge (avg),Average score,48.9,,,,,False,measured,8,2.3 Llama 2 Pretrained Model Evaluation,Table 3,LLAMA 2 | 7B | 16.8 | 63.9 | 48.9 | 61.3 | 14.6 | 45.3 | 32.6 | 29.3
RP12,Llama-2-7B,Llama-2,,,Reading Comprehension (avg),Average score,61.3,,,,,False,measured,8,2.3 Llama 2 Pretrained Model Evaluation,Table 3,LLAMA 2 | 7B | 16.8 | 63.9 | 48.9 | 61.3 | 14.6 | 45.3 | 32.6 | 29.3
RP12,Llama-2-7B,Llama-2,,,Math (avg),Average score,14.6,,,,,False,measured,8,2.3 Llama 2 Pretrained Model Evaluation,Table 3,LLAMA 2 | 7B | 16.8 | 63.9 | 48.9 | 61.3 | 14.6 | 45.3 | 32.6 | 29.3
RP12,Llama-2-7B,Llama-2,,,MMLU (5-shot),Accuracy,45.3,Llama-1-7B (MMLU),35.1,10.2,absolute,False,measured,8,2.3 Llama 2 Pretrained Model Evaluation,Table 3,LLAMA 2 | 7B | 16.8 | 63.9 | 48.9 | 61.3 | 14.6 | 45.3 | 32.6 | 29.3
RP12,Llama-2-7B,Llama-2,,,BBH (3-shot),Accuracy,32.6,,,,,False,measured,8,2.3 Llama 2 Pretrained Model Evaluation,Table 3,LLAMA 2 | 7B | 16.8 | 63.9 | 48.9 | 61.3 | 14.6 | 45.3 | 32.6 | 29.3
RP12,Llama-2-7B,Llama-2,,,AGIEval (English),Accuracy,29.3,,,,,False,measured,8,2.3 Llama 2 Pretrained Model Evaluation,Table 3,LLAMA 2 | 7B | 16.8 | 63.9 | 48.9 | 61.3 | 14.6 | 45.3 | 32.6 | 29.3
RP12,Llama-2-13B,Llama-2,,,MMLU (5-shot),Accuracy,54.8,,,,,False,measured,8,2.3 Llama 2 Pretrained Model Evaluation,Table 3,13B | 24.5 | 66.9 | 55.4 | 65.8 | 28.7 | 54.8 | 39.4 | 39.1
RP12,Llama-2-13B,Llama-2,,,BBH (3-shot),Accuracy,39.4,,,,,False,measured,8,2.3 Llama 2 Pretrained Model Evaluation,Table 3,13B | 24.5 | 66.9 | 55.4 | 65.8 | 28.7 | 54.8 | 39.4 | 39.1
RP12,Llama-2-13B,Llama-2,,,AGIEval (English),Accuracy,39.1,,,,,False,measured,8,2.3 Llama 2 Pretrained Model Evaluation,Table 3,13B | 24.5 | 66.9 | 55.4 | 65.8 | 28.7 | 54.8 | 39.4 | 39.1
RP12,Llama-2-34B,Llama-2,,,MMLU (5-shot),Accuracy,62.6,,,,,False,measured,8,2.3 Llama 2 Pretrained Model Evaluation,Table 3,34B | 27.8 | 69.9 | 58.7 | 68.0 | 24.2 | 62.6 | 44.1 | 43.4
RP12,Llama-2-34B,Llama-2,,,BBH (3-shot),Accuracy,44.1,,,,,False,measured,8,2.3 Llama 2 Pretrained Model Evaluation,Table 3,34B | 27.8 | 69.9 | 58.7 | 68.0 | 24.2 | 62.6 | 44.1 | 43.4
RP12,Llama-2-34B,Llama-2,,,AGIEval (English),Accuracy,43.4,,,,,False,measured,8,2.3 Llama 2 Pretrained Model Evaluation,Table 3,34B | 27.8 | 69.9 | 58.7 | 68.0 | 24.2 | 62.6 | 44.1 | 43.4
RP12,Llama-2-70B,Llama-2,,,Code (avg),Average score,37.5,,,,,False,measured,8,2.3 Llama 2 Pretrained Model Evaluation,Table 3,70B | 37.5 | 71.9 | 63.6 | 69.4 | 35.2 | 68.9 | 51.2 | 54.2
RP12,Llama-2-70B,Llama-2,,,Commonsense Reasoning (avg),Average accuracy,71.9,,,,,False,measured,8,2.3 Llama 2 Pretrained Model Evaluation,Table 3,70B | 37.5 | 71.9 | 63.6 | 69.4 | 35.2 | 68.9 | 51.2 | 54.2
RP12,Llama-2-70B,Llama-2,,,World Knowledge (avg),Average score,63.6,,,,,False,measured,8,2.3 Llama 2 Pretrained Model Evaluation,Table 3,70B | 37.5 | 71.9 | 63.6 | 69.4 | 35.2 | 68.9 | 51.2 | 54.2
RP12,Llama-2-70B,Llama-2,,,Reading Comprehension (avg),Average score,69.4,,,,,False,measured,8,2.3 Llama 2 Pretrained Model Evaluation,Table 3,70B | 37.5 | 71.9 | 63.6 | 69.4 | 35.2 | 68.9 | 51.2 | 54.2
RP12,Llama-2-70B,Llama-2,,,Math (avg),Average score,35.2,,,,,False,measured,8,2.3 Llama 2 Pretrained Model Evaluation,Table 3,70B | 37.5 | 71.9 | 63.6 | 69.4 | 35.2 | 68.9 | 51.2 | 54.2
RP12,Llama-2-70B,Llama-2,,,MMLU (5-shot),Accuracy,68.9,Llama-1-65B (MMLU),63.4,5.5,absolute,True,measured,8,2.3 Llama 2 Pretrained Model Evaluation,Table 3,70B | 37.5 | 71.9 | 63.6 | 69.4 | 35.2 | 68.9 | 51.2 | 54.2
RP12,Llama-2-70B,Llama-2,,,BBH (3-shot),Accuracy,51.2,Llama-1-65B (BBH),43.5,7.7,absolute,True,measured,8,2.3 Llama 2 Pretrained Model Evaluation,Table 3,70B | 37.5 | 71.9 | 63.6 | 69.4 | 35.2 | 68.9 | 51.2 | 54.2
RP12,Llama-2-70B,Llama-2,,,AGIEval (English),Accuracy,54.2,,,,,False,measured,8,2.3 Llama 2 Pretrained Model Evaluation,Table 3,70B | 37.5 | 71.9 | 63.6 | 69.4 | 35.2 | 68.9 | 51.2 | 54.2
RP12,Llama-2-70B,Llama-2,,,MMLU,Accuracy (5-shot),68.9,GPT-3.5,70.0,-1.1,absolute,False,measured,8,2.3 Llama 2 Pretrained Model Evaluation,Table 4,MMLU (5-shot) | 70.0 | 86.4 | 69.3 | 78.3 | 68.9
RP12,Llama-2-70B,Llama-2,,,TriviaQA,Exact Match (1-shot),85.0,PaLM,81.4,3.6,absolute,False,measured,8,2.3 Llama 2 Pretrained Model Evaluation,Table 4,TriviaQA (1-shot) | - | - | 81.4 | 86.1 | 85.0
RP12,Llama-2-70B,Llama-2,,,Natural Questions,Exact Match (1-shot),33.0,,,,,False,measured,8,2.3 Llama 2 Pretrained Model Evaluation,Table 4,Natural Questions (1-shot) | - | - | 29.3 | 37.5 | 33.0
RP12,Llama-2-70B,Llama-2,,,GSM8K,Accuracy (8-shot),56.8,GPT-3.5,57.1,-0.3,absolute,False,measured,8,2.3 Llama 2 Pretrained Model Evaluation,Table 4,GSM8K (8-shot) | 57.1 | 92.0 | 56.5 | 80.7 | 56.8
RP12,Llama-2-70B,Llama-2,,,HumanEval,pass@1 (0-shot),29.9,GPT-3.5,48.1,-18.2,absolute,False,measured,8,2.3 Llama 2 Pretrained Model Evaluation,Table 4,HumanEval (0-shot) | 48.1 | 67.0 | 26.2 | - | 29.9
RP12,Llama-2-70B,Llama-2,,,BIG-Bench Hard,Accuracy (3-shot),51.2,PaLM,52.3,-1.1,absolute,False,measured,8,2.3 Llama 2 Pretrained Model Evaluation,Table 4,BIG-Bench Hard (3-shot) | - | - | 52.3 | 65.7 | 51.2
RP12,GPT-4,GPT-4,,,Meta Helpful.,Reward Model Accuracy,58.6,,,,,False,measured,12,3.2.2 Reward Modeling,Table 7,GPT4 | 58.6 | 58.1 | - | - | - | - | -
RP12,GPT-4,GPT-4,,,Meta Safety,Reward Model Accuracy,58.1,,,,,False,measured,12,3.2.2 Reward Modeling,Table 7,GPT4 | 58.6 | 58.1 | - | - | - | - | -
RP12,Llama-2-Safety-RM,Llama-2 Safety RM,,,Meta Safety,Reward Model Accuracy,64.5,GPT-4 (Meta Safety),58.1,6.4,absolute,False,measured,12,3.2.2 Reward Modeling,Table 7,Safety RM | 56.2 | 64.5 | 55.4 | 74.7 | 71.7 | 65.2 | 64.3
RP12,Llama-2-Safety-RM,Llama-2 Safety RM,,,Meta Helpful.,Reward Model Accuracy,56.2,,,,,False,measured,12,3.2.2 Reward Modeling,Table 7,Safety RM | 56.2 | 64.5 | 55.4 | 74.7 | 71.7 | 65.2 | 64.3
RP12,Llama-2-Safety-RM,Llama-2 Safety RM,,,All RM benchmarks (avg),Reward Model Accuracy,64.3,,,,,False,measured,12,3.2.2 Reward Modeling,Table 7,Safety RM | ... | 64.3
RP12,Llama-2-Helpfulness-RM,Llama-2 Helpfulness RM,,,Meta Helpful.,Reward Model Accuracy,63.2,GPT-4 (Meta Helpful.),58.6,4.6,absolute,False,measured,12,3.2.2 Reward Modeling,Table 7,Helpfulness RM | 63.2 | 62.8 | 72.0 | 71.0 | 75.5 | 80.0 | 70.6
RP12,Llama-2-Helpfulness-RM,Llama-2 Helpfulness RM,,,Meta Safety,Reward Model Accuracy,62.8,,,,,False,measured,12,3.2.2 Reward Modeling,Table 7,Helpfulness RM | 63.2 | 62.8 | 72.0 | 71.0 | 75.5 | 80.0 | 70.6
RP12,Llama-2-Helpfulness-RM,Llama-2 Helpfulness RM,,,All RM benchmarks (avg),Reward Model Accuracy,70.6,,,,,True,measured,12,3.2.2 Reward Modeling,Table 7,Helpfulness RM | ... | 70.6
RP12,Llama-2-Safety-RM,Llama-2 Safety RM,,,Meta Safety (Significantly Better),Accuracy,94.3,,,,,False,measured,12,3.2.2 Reward Modeling,Table 8,Safety RM | Meta Safety | 94.3 | 76.3 | 65.7 | 55.3 | 64.5
RP12,Llama-2-Safety-RM,Llama-2 Safety RM,,,Meta Safety (Negligibly/Unsure),Accuracy,55.3,,,,,False,measured,12,3.2.2 Reward Modeling,Table 8,Safety RM | Meta Safety | 94.3 | 76.3 | 65.7 | 55.3 | 64.5
RP12,Llama-2-Helpfulness-RM,Llama-2 Helpfulness RM,,,Meta Safety (Significantly Better),Accuracy,89.9,,,,,False,measured,12,3.2.2 Reward Modeling,Table 8,Helpfulness RM | | 89.9 | 73.2 | 63.8 | 54.5 | 62.8
RP12,Llama-2-Helpfulness-RM,Llama-2 Helpfulness RM,,,Meta Helpful. (Significantly Better),Accuracy,80.7,,,,,False,measured,12,3.2.2 Reward Modeling,Table 8,Helpfulness RM | | 80.7 | 67.5 | 60.9 | 54.7 | 63.2
RP12,MPT-7B,MPT,,,TruthfulQA,% truthful + informative,29.13,,,,,False,measured,23,4.1 Safety in Pretraining,Table 11,MPT-7B ... 29.13
RP12,MPT-7B,MPT,,,ToxiGen,% toxic generations,22.32,,,,,False,measured,23,4.1 Safety in Pretraining,Table 11,MPT-7B ... 22.32
RP12,MPT-30B,MPT,,,TruthfulQA,% truthful + informative,35.25,,,,,False,measured,23,4.1 Safety in Pretraining,Table 11,MPT-30B ... 35.25
RP12,MPT-30B,MPT,,,ToxiGen,% toxic generations,22.61,,,,,False,measured,23,4.1 Safety in Pretraining,Table 11,MPT-30B ... 22.61
RP12,Falcon-7B,Falcon,,,TruthfulQA,% truthful + informative,25.95,,,,,False,measured,23,4.1 Safety in Pretraining,Table 11,Falcon-7B ... 25.95
RP12,Falcon-7B,Falcon,,,ToxiGen,% toxic generations,14.53,,,,,False,measured,23,4.1 Safety in Pretraining,Table 11,Falcon-7B ... 14.53
RP12,Falcon-40B,Falcon,,,TruthfulQA,% truthful + informative,40.39,,,,,False,measured,23,4.1 Safety in Pretraining,Table 11,Falcon-40B ... 40.39
RP12,Falcon-40B,Falcon,,,ToxiGen,% toxic generations,23.44,,,,,False,measured,23,4.1 Safety in Pretraining,Table 11,Falcon-40B ... 23.44
RP12,Llama-1-7B,Llama-1,,,TruthfulQA,% truthful + informative,27.42,,,,,False,measured,23,4.1 Safety in Pretraining,Table 11,Llama-1-7B ... 27.42
RP12,Llama-1-7B,Llama-1,,,ToxiGen,% toxic generations,23.0,,,,,False,measured,23,4.1 Safety in Pretraining,Table 11,Llama-1-7B ... 23.0
RP12,Llama-1-13B,Llama-1,,,TruthfulQA,% truthful + informative,41.74,,,,,False,measured,23,4.1 Safety in Pretraining,Table 11,Llama-1-13B ... 41.74
RP12,Llama-1-13B,Llama-1,,,ToxiGen,% toxic generations,23.08,,,,,False,measured,23,4.1 Safety in Pretraining,Table 11,Llama-1-13B ... 23.08
RP12,Llama-1-33B,Llama-1,,,TruthfulQA,% truthful + informative,44.19,,,,,False,measured,23,4.1 Safety in Pretraining,Table 11,Llama-1-33B ... 44.19
RP12,Llama-1-33B,Llama-1,,,ToxiGen,% toxic generations,22.57,,,,,False,measured,23,4.1 Safety in Pretraining,Table 11,Llama-1-33B ... 22.57
RP12,Llama-1-65B,Llama-1,,,TruthfulQA,% truthful + informative,48.71,,,,,False,measured,23,4.1 Safety in Pretraining,Table 11,Llama-1-65B ... 48.71
RP12,Llama-1-65B,Llama-1,,,ToxiGen,% toxic generations,21.77,,,,,False,measured,23,4.1 Safety in Pretraining,Table 11,Llama-1-65B ... 21.77
RP12,Llama-2-7B,Llama-2,,,TruthfulQA,% truthful + informative,33.29,,,,,False,measured,23,4.1 Safety in Pretraining,Table 11,Llama-2-7B ... 33.29
RP12,Llama-2-7B,Llama-2,,,ToxiGen,% toxic generations,21.25,,,,,False,measured,23,4.1 Safety in Pretraining,Table 11,Llama-2-7B ... 21.25
RP12,Llama-2-13B,Llama-2,,,TruthfulQA,% truthful + informative,41.86,,,,,False,measured,23,4.1 Safety in Pretraining,Table 11,Llama-2-13B ... 41.86
RP12,Llama-2-13B,Llama-2,,,ToxiGen,% toxic generations,26.1,,,,,False,measured,23,4.1 Safety in Pretraining,Table 11,Llama-2-13B ... 26.1
RP12,Llama-2-34B,Llama-2,,,TruthfulQA,% truthful + informative,43.45,,,,,False,measured,23,4.1 Safety in Pretraining,Table 11,Llama-2-34B ... 43.45
RP12,Llama-2-34B,Llama-2,,,ToxiGen,% toxic generations,21.19,,,,,False,measured,23,4.1 Safety in Pretraining,Table 11,Llama-2-34B ... 21.19
RP12,Llama-2-70B,Llama-2,,,TruthfulQA,% truthful + informative,50.18,,,,,True,measured,23,4.1 Safety in Pretraining,Table 11,Llama-2-70B ... 50.18
RP12,Llama-2-70B,Llama-2,,,ToxiGen,% toxic generations,24.6,,,,,False,measured,23,4.1 Safety in Pretraining,Table 11,Llama-2-70B ... 24.6
RP12,ChatGPT,GPT-3.5,,,TruthfulQA,% truthful + informative,78.46,,,,,False,measured,31,4.4 Safety Evaluation of Llama 2-Chat,Table 14,ChatGPT | - | 78.46 | 0.20
RP12,ChatGPT,GPT-3.5,,,ToxiGen,% toxic generations,0.2,,,,,False,measured,31,4.4 Safety Evaluation of Llama 2-Chat,Table 14,ChatGPT | - | 78.46 | 0.20
RP12,Falcon-instruct-7B,Falcon-instruct,,,TruthfulQA,% truthful + informative,28.03,,,,,False,measured,31,4.4 Safety Evaluation of Llama 2-Chat,Table 14,Falcon-instruct | 7B | 28.03 | 7.89
RP12,Falcon-instruct-7B,Falcon-instruct,,,ToxiGen,% toxic generations,7.89,,,,,False,measured,31,4.4 Safety Evaluation of Llama 2-Chat,Table 14,Falcon-instruct | 7B | 28.03 | 7.89
RP12,MPT-instruct-7B,MPT-instruct,,,TruthfulQA,% truthful + informative,29.99,,,,,False,measured,31,4.4 Safety Evaluation of Llama 2-Chat,Table 14,MPT-instruct | 7B | 29.99 | 16.33
RP12,MPT-instruct-7B,MPT-instruct,,,ToxiGen,% toxic generations,16.33,,,,,False,measured,31,4.4 Safety Evaluation of Llama 2-Chat,Table 14,MPT-instruct | 7B | 29.99 | 16.33
RP12,Llama-2-Chat-7B,Llama-2-Chat,,,TruthfulQA,% truthful + informative,57.04,Llama-2-7B (pretrained),33.29,23.75,absolute,False,measured,31,4.4 Safety Evaluation of Llama 2-Chat,Table 14,LLAMA 2-CHAT | 7B | 57.04 | 0.00
RP12,Llama-2-Chat-7B,Llama-2-Chat,,,ToxiGen,% toxic generations,0.0,Llama-2-7B (pretrained),21.25,-21.25,absolute,True,measured,31,4.4 Safety Evaluation of Llama 2-Chat,Table 14,LLAMA 2-CHAT | 7B | 57.04 | 0.00
RP12,Llama-2-Chat-13B,Llama-2-Chat,,,TruthfulQA,% truthful + informative,62.18,,,,,False,measured,31,4.4 Safety Evaluation of Llama 2-Chat,Table 14,13B | 62.18 | 0.00
RP12,Llama-2-Chat-13B,Llama-2-Chat,,,ToxiGen,% toxic generations,0.0,,,,,False,measured,31,4.4 Safety Evaluation of Llama 2-Chat,Table 14,13B | 62.18 | 0.00
RP12,Llama-2-Chat-34B,Llama-2-Chat,,,TruthfulQA,% truthful + informative,67.2,,,,,False,measured,31,4.4 Safety Evaluation of Llama 2-Chat,Table 14,34B | 67.20 | 0.02
RP12,Llama-2-Chat-34B,Llama-2-Chat,,,ToxiGen,% toxic generations,0.02,,,,,False,measured,31,4.4 Safety Evaluation of Llama 2-Chat,Table 14,34B | 67.20 | 0.02
RP12,Llama-2-Chat-70B,Llama-2-Chat,,,TruthfulQA,% truthful + informative,64.14,ChatGPT (TruthfulQA),78.46,-14.32,absolute,False,measured,31,4.4 Safety Evaluation of Llama 2-Chat,Table 14,70B | 64.14 | 0.01
RP12,Llama-2-Chat-70B,Llama-2-Chat,,,ToxiGen,% toxic generations,0.01,,,,,False,measured,31,4.4 Safety Evaluation of Llama 2-Chat,Table 14,70B | 64.14 | 0.01
RP12,Llama-2-Chat-70B,Llama-2-Chat (with calculator),,,ASDiv,Accuracy,67.1,Toolformer,40.4,26.7,absolute,False,measured,34,5.1 Learnings and Observations,Table 15,Llama 2-CHAT | 67.1 | 69.2 | 82.4
RP12,Llama-2-Chat-70B,Llama-2-Chat (with calculator),,,SVAMP,Accuracy,69.2,Toolformer,29.4,39.8,absolute,False,measured,34,5.1 Learnings and Observations,Table 15,Llama 2-CHAT | 67.1 | 69.2 | 82.4
